"catalogNumber","recordNumber","source","surveyname","dateaccuracy","recordedBy","otherCatalogNumbers","reliabdesc","easting","northing","decimalLatitude","decimalLongitude","nsxcode","scientificName","family","vernacularName","eventRemarks","habitat","verbatimLocality","reservename","language","rightsHolder","datasetName","institutionCode","country","countryCode","stateProvince","kingdom","occurrenceStatus","basisOfRecord","verbatimEventDate","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimIdentification","eventDate","establishmentMeans","geodeticDatum","identificationVerificationStatus","organismQuantity","organismQuantityType"
"OPP799054-35","OPP799054-35","OP","BDBSA RESERVES DATABASE","D","HODDER M.W. Mike","","501-1000m",387678,6098834,-35.24729,139.7654,"E02406","Acrotriche affinis","EPACRIDACEAE","Ridged Ground-berry","","**Birds** Suitable for Crested Bellbird Purple-gaped Honeyeater Shy Hylacola W-W Chough/ Southern Scrub Robin recorded 18/10/88","SHERLOCK : LOT 1 OF DP 12141 IN SEC 45","285 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","18/10/88",-35.24729,139.7654,"decimal degrees","Acrotriche affinis","1988-10-18","native","EPSG:20254","verified",,
"RVPO4755-17415","RVPO4755-17415","RV","","D","CLARK P.D. Peter | COLES R.B. Robin","","51-100m",293225,6128878,-34.961552,138.7352802,"A10780","Pinus sp.","PINACEAE","Pine","Collected using the DEWNR Roadside Vegetation Survey Methodology","Mixed Exotic+/- Native sp. Plantation","Picadilly RD 0.5 km ESE of Summertown","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","10/3/98",-34.961552,138.7352802,"decimal degrees","Pinus sp.","1998-03-10","introduced","EPSG:20254","verification required",,
"OPP518577-101","OPP518577-101","OP","FORESTRY SA FLORA AND FAUNA RECORDS","M","BATES R.J. Rob","","1-10km",253921,6063280,-35.54361,138.28555,"M02434","Leucopogon virgatus var. virgatus","EPACRIDACEAE","Common Beard-heath","Taxonomic change since time of observation: recorded as Leucopogon virgatus (NC).  Scattered in all.","The various woodland types include within each of the 3 blocks: 1. Messmate stringy-bark rough stringy-bark in Congeratinga pink gum and manna gum in Kalamunda with small areas of SA blue-gum. 2. Swampy vegetation types include Eucalyptus ovata swamps with silky titree thickets cutting grass or s","Centroid for Congeratinga NFR Kalumunda NFR and Springs Road NFR part of Second Valley Forest reserve. East of Cape Jervis Second Valley and Dinglebadinga on Fleurieu Peninsula. Centroid positioned north of Springs Road NFR.","Springs Road (NF)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/10/06",-35.54361,138.28555,"decimal degrees","Leucopogon virgatus var. virgatus","2006-10","native","EPSG:20254","verified",,
"OPP422919-3","OPP422919-3","OP","MURRAY WETL'D ONGOING SAMDB NRMB","D","MASON K.P. Kate","","5-50m",371229,6184534,-34.47273,139.59782,"S00377","Sporobolus mitchellii","GRAMINEAE","Rat-tail Couch","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","21/12/07",-34.47273,139.59782,"decimal degrees","Sporobolus mitchellii","2007-12-21","native","EPSG:20254","verified",,
"RVPU35302-36249","RVPU35302-36249","RV","","D","TELFER W.R. Wendy","","1-10km",275886,6345309,-33.00764428,138.6009785,"A04208","Bursaria spinosa ssp. spinosa","PITTOSPORACEAE","Sweet Bursaria","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus leucoxylon Woodland","#651 continuation RD 2.6 km E of Mount Williams (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/11/00",-33.00764428,138.6009785,"decimal degrees","Bursaria spinosa ssp. spinosa","2000-11-01","native","EPSG:20254","verification required",,
"OPP846689-73","OPP846689-73","OP","DEWNR FIRE MANAGEMENT RAMBLE OBS","D","PICKETT M.I. Marcus","","501-1000m",289100,6128700,-34.96231,138.69008,"W02359","Daucus glochidiatus","UMBELLIFERAE","Native Carrot","","See other comments","Cleland (Long Ridge) S20 B2 FIMS ID 165 (2 km WNW of Mt Lofty)","Cleland (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","18/1/19",-34.96231,138.69008,"decimal degrees","Daucus glochidiatus","2019-01-18","native","EPSG:20254","verified",,
"RVPU62722-78968","RVPU62722-78968","RV","","D","CLARK P.D. Peter | HIGGINS G.M. Graeme","","251-500m",465257,6210907,-34.2423533,140.6227113,"Q01184","Maireana brevifolia","CHENOPODIACEAE","Short-leaf Bluebush","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Burra - Renmark RD 2.9 km WNW of Lyrup","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","18/10/02",-34.2423533,140.6227113,"decimal degrees","Maireana brevifolia","2002-10-18","native","EPSG:20254","verification required",,
"RVPO59321-262217","RVPO59321-262217","RV","","D","KUBISCH R.V. Ronald | BATEMAN T.V. Teresa","","251-500m",318758,6188350,-34.43045847,139.0275346,"W03379","Pinus radiata","PINACEAE","Radiata Pine","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus leucoxylon ssp. Open Woodland","Research RD 1 km SSW of Ebenezer","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","4/6/02",-34.43045847,139.0275346,"decimal degrees","Pinus radiata","2002-06-04","introduced","EPSG:20254","verification required",,
"RVPO38088-166181","RVPO38088-166181","RV","","D","PLAYFAIR R.M. Roger | OBST C.S. Chris","","1-10km",431908,6018521,-35.97535542,140.2447359,"U00898","Banksia ornata","PROTEACEAE","Desert Banksia","Collected using the DEWNR Roadside Vegetation Survey Methodology","Banksia ornata Shrubland","Dukes HWY 3 km ESE of Coombe","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","5/12/00",-35.97535542,140.2447359,"decimal degrees","Banksia ornata","2000-12-05","native","EPSG:20254","verification required",,
"RVPU17266-13908","RVPU17266-13908","RV","","D","CLARK P.D. Peter | HIGGINS G.M. Graeme","","1-10km",571930,6182930,-34.49273407,135.7834417,"Z20203","Xanthorrhoea semiplana ssp.","LILIACEAE","Yacca","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus cladocalyx Forest","Reservoir DR 0.9 km WSW of Bald Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/8/99",-34.49273407,135.7834417,"decimal degrees","Xanthorrhoea semiplana ssp.","1999-08-02","native","EPSG:20253","verification required",,
"SUP27750-228805","SUP27750-228805","SU","GAWLER CRATON","D","KENNY S.D. Sue | KLUSKE G.M. Gavin","","5-50m",729862,6623457,-30.49921,131.39502,"S04565","Salsola australis","CHENOPODIACEAE","Buckbush","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","4/4/06",-30.49921,131.39502,"decimal degrees","Salsola australis","2006-04-04","native","EPSG:20252","verified",,
"RVPU96658-170209","RVPU96658-170209","RV","","D","NEW B.D. Bill | EDWARDS J.S. Jeff","","501-1000m",751729,6173440,-34.549992,137.7433086,"M00666","Asphodelus fistulosus","LILIACEAE","Onion Weed","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland / Herbland dominated by exotic species","McFarlane RD 5.4 km SSW of Sandilands","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/7/14",-34.549992,137.7433086,"decimal degrees","Asphodelus fistulosus","2014-07-01","introduced","EPSG:20253","verification required",,
"SUP17424-61334","SUP17424-61334","SU","FLINDERS RANGES","D","CANTY P.D. Peter","","101-250m",234992,6340079,-33.04558,138.16215,"M04730","Lomandra multiflora ssp. dura","LILIACEAE","Hard Mat-rush","","","","Wirrabara Range (CP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","24/11/99",-33.04558,138.16215,"decimal degrees","Lomandra multiflora ssp. dura","1999-11-24","native","EPSG:20254","verified",,
"RVPO3830-14429","RVPO3830-14429","RV","","D","CLARK P. Pat | CLARK P.D. Peter","","101-250m",306290,6137221,-34.88895647,138.8802215,"W10763","Phalaris sp.","GRAMINEAE","Canary Grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland dominated by exotic species","John Fisher AVE 1.1 km ESE of Nitschke Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/12/97",-34.88895647,138.8802215,"decimal degrees","Phalaris sp.","1997-12-02","introduced","EPSG:20254","verification required",,
"OPP608567-1","OPP608567-1","OP","DEFEATING THE WEED MENACE-ONGROUND WORKS","D","NOT ENTERED - SEE ORIGINAL DATA  -","","5-50m",391588,5965120,-36.45305,139.7902,"M02662","Lycium ferocissimum","SOLANACEAE","African Boxthorn","treated with grasslan applied. Herbicide applied from helicopter","","","Coorong (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","26/5/15",-36.45305,139.7902,"decimal degrees","Lycium ferocissimum","2015-05-26","introduced","EPSG:20254","verified",1,"individuals"
"OPP413225-235","OPP413225-235","OP","AMLR NRM SOUTH PARA","M","BATES R.J. Rob","","101-250m",315648,6151607,-34.76105,138.98573,"M01994","Tetratheca pilosa","TREMANDRACEAE","Hairy Pink-bells","In section C.","Plant species list was collected from the whole property.  Property divided up into section A B C D.  Section A - Eucalyptus goniocalyx E. fasciculosa & Acacia pycnantha.  Good cover of orchids and lillies.  Section B - House block which includes: regenerating grassy woodlandwith reedy seepage a","Lot 181 Altmann Road Cromer.  8.2 ha property.  Named Stringybark Sanctuary.   The property has been divided up into sections A B C and D for survey.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/1/04",-34.76105,138.98573,"decimal degrees","Tetratheca pilosa","2004-01","native","EPSG:20254","verified",,
"SUP11799-8","SUP11799-8","SU","YORKE PENINSULA","D","MURFET D.E. Denzel | TAPLIN R.L. Rosemary","","51-100m",728920,6213948,-34.19035,137.48416,"Y03304","Senecio glossanthus (NC)","COMPOSITAE","Annual Groundsel","","","Site shown on photo as lighter behind foredune is interdune swale of sea rush saltbush bluebush boobialla dodder over low salt grasses and herbs.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","21/9/94",-34.19035,137.48416,"decimal degrees","Senecio glossanthus (NC)","1994-09-21","native","EPSG:20253","verified",,
"OPP562037-5","OPP562037-5","OP","SCIENTIFIC PERMIT DATA - APPROVED","D","NICOL J. Jason","","5-50m",317673,6070784,-35.48977,138.99002,"Y03320","Senecio pterophorus","COMPOSITAE","African Daisy","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/4/14",-35.48977,138.99002,"decimal degrees","Senecio pterophorus","2014-04-02","introduced","EPSG:20254","verified",,
"OPP403941-197","OPP403941-197","OP","AMLR NRM SOUTH PARA","M","BATES R.J. Rob","","1-10km",318199,6158458,-34.69976,139.01506,"E02502","Galium divaricatum","RUBIACEAE","Slender Bedstraw","","Plant species list was collected from the whole property.  Southern fenced off section comprises of: Blue gum Long-leafed box and Pink gum Grassy Woodland with patches of Yacca.  Northern smaller fenced section comprises of: Grassy Sedge-land under River red gums by Springton Road.  There is a graz","Williamstown to Springton Road.  South Para Catchment.  108 ha property adjacent to pine tree plantations owned by Forestry SA.  Entrance to remnant vegetation is through forestry land off Glen Devon Road.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/11/04",-34.69976,139.01506,"decimal degrees","Galium divaricatum","2004-11","introduced","EPSG:20254","verified",,
"RVPO35446-155345","RVPO35446-155345","RV","","D","TELFER W.R. Wendy","","51-100m",257106,6330596,-33.1361959,138.396213,"G00127","Austrostipa blackii","GRAMINEAE","Crested Spear-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Lomandra multiflora ssp. dura Open Tussock Grassland","Caltowie-Stone Hut RD 2 km NNE of Caltowie West","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/11/00",-33.1361959,138.396213,"decimal degrees","Austrostipa blackii","2000-11-02","native","EPSG:20254","verification required",,
"SUP8002-12-AD99418156","SUP8002-12-AD99418156","SU","SOUTH OLARY PLAINS","D","CHOATE J.H. John | FORWARD L.R. Lesley","AD99418156","5-50m",367872,6388678,-32.63159,139.59148,"W02103","Sida intricata","MALVACEAE","Twiggy Sida","Very grazed.","","2 km NW from Gum Well.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","22/7/91",-32.63159,139.59148,"decimal degrees","Sida intricata","1991-07-22","native","EPSG:20254","verified",,
"RVPO70224-308708","RVPO70224-308708","RV","","D","MASON S.J. Sam | OBST C.S. Chris","","1-10km",465848,6163056,-34.67389654,140.6272092,"U05102","Eucalyptus phenax (NC)","MYRTACEAE","Sessile-fruit White Mallee","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus phenax Mallee +/- E. cyanophylla +/- E. brachycalyx","Wormald RD 5.1 km NNE of Malpas","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/10/03",-34.67389654,140.6272092,"decimal degrees","Eucalyptus phenax (NC)","2003-10-01","native","EPSG:20254","verification required",,
"OPP472389-1","OPP472389-1","OP","KANGAROO ISLAND WEEDS REGISTER","D","KANGAROO ISLAND - DEWNR K.I. DEWNR","","5-50m",723181,6034822,-35.80538,137.46998,"E04578","Asparagus declinatus","LILIACEAE","","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","10/6/09",-35.80538,137.46998,"decimal degrees","Asparagus declinatus","2009-06-10","introduced","EPSG:20253","verified",,
"RVPO29681-129876","RVPO29681-129876","RV","","D","WARD M.J. Mathew | O'CONNOR P.J. Patrick","","251-500m",415332,5855538,-37.44312716,140.0428443,"K03753","Acacia longifolia ssp. sophorae","LEGUMINOSAE","Coastal Wattle","Collected using the DEWNR Roadside Vegetation Survey Methodology","Acacia longifolia var. sophorae / Leucopogon parviflorus +/- Olearia axillaris Tall shrubland","Bray Junction - Beachport RD 5.2 km SSW of Woakwine","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","13/12/99",-37.44312716,140.0428443,"decimal degrees","Acacia longifolia ssp. sophorae","1999-12-13","native","EPSG:20254","verification required",,
"SUP11339-15","SUP11339-15","SU","PYGMY BLUE TONGUE PROJECT","D","CROFT T.S. Tim","","51-100m",315622,6271478,-33.68064,139.01101,"K01181","Maireana aphylla","CHENOPODIACEAE","Cotton-bush","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","3/12/92",-33.68064,139.01101,"decimal degrees","Maireana aphylla","1992-12-03","native","EPSG:20254","verified",,
"OPP961616-1","OPP961616-1","OP","BUFFEL GRASS - SOUTHERN 2/3RDS OF AW NR","D","MARSHALL L. Lynda","","5-50m",634936,6612119,-30.61591,130.40777,"C05369","Cenchrus ciliaris","GRAMINEAE","Buffel Grass","Treatment = Spread ChemicalUsed = Grazlan","","Railway Corridor/Cook Airfield","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","8/10/14",-30.61591,130.40777,"decimal degrees","Cenchrus ciliaris","2014-10-08","introduced","EPSG:20252","verified",1,"individuals"
"OPP424263-6","OPP424263-6","OP","MURRAY WETL'D ONGOING SAMDB NRMB","D","NICKOLAI C.A. Callie","","5-50m",377882,6227387,-34.08718,139.67632,"W00491","Cyperus gymnocaulos","CYPERACEAE","Spiny Flat-sedge","","Aster","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","2/4/09",-34.08718,139.67632,"decimal degrees","Cyperus gymnocaulos","2009-04-02","native","EPSG:20254","verified",,
"RVPU79703-120442","RVPU79703-120442","RV","","D","POUND L.M. Leanne | OBST C.S. Chris","","101-250m",386926,6121957,-35.03874918,139.7602997,"U02294","Melaleuca lanceolata ssp. lanceolata (NC)","MYRTACEAE","Dryland Tea-tree","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus oleosa Mallee","Hundred Line RD 8.3 km SSW of Perponda","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","26/7/04",-35.03874918,139.7602997,"decimal degrees","Melaleuca lanceolata ssp. lanceolata (NC)","2004-07-26","native","EPSG:20254","verification required",,
"OPP798292-49","OPP798292-49","OP","BDBSA RESERVES DATABASE","Y","WHISSON C. Craig","","501-1000m",496069,5867239,-37.34153,140.95562,"K01669","Dillwynia glaberrima","LEGUMINOSAE","Smooth Parrot-pea","","**Birds** Suitable for Red-tailed Black Cockatoo (known colony in HA) Brown Quail White-bellied Cuckoo-shrikeChestnut-rumped HylacolaBlack-chinned HoneyeaterOlive-backed Oriole**Rem** 4% (Hd of Penola)**Environmental Association** = 9% (Nanagwarry =","PENOLA : 210 211","555 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/3/84",-37.34153,140.95562,"decimal degrees","Dillwynia glaberrima","1984","native","EPSG:20254","verified",,
"RVPO47679-205819","RVPO47679-205819","RV","","D","CLARK P.D. Peter","","251-500m",248726,6059933,-35.57244995,138.2272626,"C15065","Gramineae sp.","GRAMINEAE","Grass Family","Collected using the DEWNR Roadside Vegetation Survey Methodology","Exotic Grassland","(171) URR 1.3 km SSW of Bullaparinga Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","12/10/01",-35.57244995,138.2272626,"decimal degrees","Gramineae sp.","2001-10-12","native","EPSG:20254","verification required",,
"RVPU83870-131140","RVPU83870-131140","RV","","D","POUND L.M. Leanne | OBST C.S. Chris","","501-1000m",436910,6100893,-35.23304036,140.3066498,"Q01504","Enchylaena tomentosa var. tomentosa","CHENOPODIACEAE","Ruby Saltbush","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus calycogona ssp. / E. phenax ssp. phenax Mallee","Day RD 4.8 km NNE of Prominent Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","3/9/06",-35.23304036,140.3066498,"decimal degrees","Enchylaena tomentosa var. tomentosa","2006-09-03","native","EPSG:20254","verification required",,
"RVPO87305-395094","RVPO87305-395094","RV","","D","O'NEILL S. Sally | FRAZER D.S. Deb","","101-250m",320138,6240599,-33.95975796,139.053399,"C02261","Eucalyptus porosa","MYRTACEAE","Mallee Box","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus porosa Low Woodland","Black Springs RD 4.2 km NNW of Robertstown","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","8/5/08",-33.95975796,139.053399,"decimal degrees","Eucalyptus porosa","2008-05-08","native","EPSG:20254","verification required",,
"RVPO9321-33143","RVPO9321-33143","RV","","D","CLARK P.D. Peter | BEVAN K. Kirsty","","501-1000m",567181,6226657,-34.09873136,135.7283142,"S20109","Hordeum vulgare ssp. (NC)","GRAMINEAE","","Collected using the DEWNR Roadside Vegetation Survey Methodology","Eucalyptus socialis Mallee","Todd HWY 4.7 km NNW of Yeelanna","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","14/11/98",-34.09873136,135.7283142,"decimal degrees","Hordeum vulgare ssp. (NC)","1998-11-14","introduced","EPSG:20253","verification required",,
"RVPO25839-112671","RVPO25839-112671","RV","","D","PLAYFAIR R.M. Roger | OBST C.S. Chris","","1-10km",250084,6399887,-32.51022937,138.339701,"Y01412","Carrichtera annua","CRUCIFERAE","Ward's Weed","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland / Herbland dominated by alien species","Hammond - Carrieton RD 2.7 km ENE of Hammond","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","7/12/99",-32.51022937,138.339701,"decimal degrees","Carrichtera annua","1999-12-07","introduced","EPSG:20254","verification required",,
"SUP15278-9","SUP15278-9","SU","UPPER MID NORTH","D","GRAHAM K.L. Kate | BARNES M.K. Merrilyn","","5-50m",292998,6400426,-32.5142,138.79631,"U01214","Maireana turbinata","CHENOPODIACEAE","Top-fruit Bluebush","","","Take the Orroroo - Minburra road and drive approx 27km until you reach an intersection of 3 vehicle tracks. Continue for approx 1km and the site is located on the western side of the road - look for a large Euc. longifolia.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","23/10/96",-32.5142,138.79631,"decimal degrees","Maireana turbinata","1996-10-23","native","EPSG:20254","verified",,
"SUP478-54","SUP478-54","SU","MIDNORTH","D","CANTY P.D. Peter | HEARD L.M.B. Lee","","5-50m",225710,6371259,-32.76239,138.07213,"K00277","Avellinia festucoides","GRAMINEAE","Avellinia","","","Approx 1.2 km from Blue Gum Flat (Mt Remarkable NP).","Mount Remarkable (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","29/10/92",-32.76239,138.07213,"decimal degrees","Avellinia festucoides","1992-10-29","introduced","EPSG:20254","verified",,
"OPP557186-15","OPP557186-15","OP","MLR BIOFUND RESTORATION PROJECT","D","CROFT S.J. Sonia | CROFT T.S. Tim","","51-100m",298273,6132231,-34.93236,138.79134,"G00583","Acrotriche serrulata","EPACRIDACEAE","Cushion Ground-berry","","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","10/9/14",-34.93236,138.79134,"decimal degrees","Acrotriche serrulata","2014-09-10","native","EPSG:20254","verified",,
"OPP498357-1","OPP498357-1","OP","SAMDB NRMB PEST OPS","D","VIGAR S. Steve","","5-50m",413136,6103527,-35.20751,140.04568,"Y02600","Marrubium vulgare","LABIATAE","Horehound","DENSITY = 11 - 50 percent.SITE STATUS = Active.Source = Mallee & Coorong.","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","13/7/11",-35.20751,140.04568,"decimal degrees","Marrubium vulgare","2011-07-13","introduced","EPSG:20254","verified",,
"OPP798960-22","OPP798960-22","OP","BDBSA RESERVES DATABASE","D","CARPENTER G.A. Graham | CROFT T.S. Tim","","1-10km",506449,6376317,-32.75098,135.06884,"Z00959","Amyema melaleucae","LORANTHACEAE","Tea-tree Mistletoe","","**Birds** Bluebreasted FairywrenChestnut QuailthrushMalleefowl (old mound) Southern WhitefaceChestnut-rumped ThornbillJackyWinter recored 28/4/92 Suitable for Rufous Treecreeper W-W Chough**Environmental Association** 9% (Wirrula = 4.3.24)**Hundred","CONDADA : 2 14. 2 blocks separated only by an unmade government road.","878 (HA)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","28/4/92",-32.75098,135.06884,"decimal degrees","Amyema melaleucae","1992-04-28","native","EPSG:20253","verified",,
"SUP15755-6","SUP15755-6","SU","COASTAL DUNE & CLIFFTOP","D","FOTHERINGHAM D.G. Doug | SCHUTZ S.C. Sandra","","5-50m",673908,6107933,-35.1565,136.90933,"M01318","Cassytha glabella f. dispar","LAURACEAE","Slender Dodder-laurel","","","South of Gym Beach.","Innes (NP)","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","19/9/97",-35.1565,136.90933,"decimal degrees","Cassytha glabella f. dispar","1997-09-19","native","EPSG:20253","verified",,
"RVPO60888-260467","RVPO60888-260467","RV","","D","PLAYFAIR R.M. Roger | HORGAN M.A. Melissa","","101-250m",299219,6371331,-32.77762697,138.8562493,"M00218","Hordeum glaucum","GRAMINEAE","Blue Barley-grass","Collected using the DEWNR Roadside Vegetation Survey Methodology","Grassland / Herbland dominated by alien species"," RD 5.6 km NNE of Barra Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","10/10/02",-32.77762697,138.8562493,"decimal degrees","Hordeum glaucum","2002-10-10","introduced","EPSG:20254","verification required",,
"OPP176426-1509936-AD143564","OPP176426-1509936-AD143564","OP","MISC. OPPORTUNE RECORDS","D","LANG P.J. Peter","AD143564","5-50m",288833,6126940,-34.97811,138.68672,"C03205","Ixodia achillaeoides ssp. alata","COMPOSITAE","Hills Daisy","","Track margin. Eucalyptus obliqua Low Open Forest.","Cleland Conservation Park Mireen track E of Eagle-on-the-Hill.","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","16/1/02",-34.97811,138.68672,"decimal degrees","Ixodia achillaeoides ssp. alata","2002-01-16","native","EPSG:20254","verified",,
"SUP503792-16","SUP503792-16","SU","GRASSLANDS - LWR NORTH","D","SHACKLEY A. Adrian | ALLANSON A Andrew | KUYS J. Janet","","5-50m",288148,6164138,-34.6428,138.6886,"W03043","Conyza bonariensis","COMPOSITAE","Flax-leaf Fleabane","No voucher.","","","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","24/10/12",-34.6428,138.6886,"decimal degrees","Conyza bonariensis","2012-10-24","introduced","EPSG:20254","verified",,
"OPP655287-2","OPP655287-2","OP","CLLMM EMERGENT AQUATIC VEG MAPPING","M","NICOL J. Jason | STRAWBRIDGE A. Aaron | GEHRIG S. Susan","","251-500m",320459,6081371,-35.39487,139.02305,"Y00160","Phragmites australis","GRAMINEAE","Common Reed","Species was recorded at a density of 90% along length of 800 m transect (approx. length)","","Shoreline of Lake Alexandrina","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","1/5/14",-35.39487,139.02305,"decimal degrees","Phragmites australis","2014-05","native","EPSG:20254","verified",,
"RVPO64072-274734","RVPO64072-274734","RV","","D","PLAYFAIR R.M. Roger | BENNETT F.J. Fiona","","251-500m",737298,6383187,-32.66350479,137.5303289,"Y03012","Carthamus lanatus","COMPOSITAE","Saffron Thistle","Collected using the DEWNR Roadside Vegetation Survey Methodology","Acacia papyrocarpa Very Low Woodland","Lincoln HWY 4.7 km NNW of Simmons Hill (summit)","","en","South Australia Department of Environment and Water","SA Flora Test","SA DEW","Australia","AU","South Australia","Plantae","present","HumanObservation","25/11/02",-32.66350479,137.5303289,"decimal degrees","Carthamus lanatus","2002-11-25","introduced","EPSG:20253","verification required",,
